 ID_REGIAO ; DISTRITO ; População total ; População preta e parda ; População feminina ; População Infantil ; População jovem ; População em situação de rua ; Favelas ; Habitações  de Interesse Social (HIS)  Licenciadas ; Habitações  de Interesse  Social (HIS) produzidas  por SEHAB ; Habitações  de Interesse  Social (HIS)  Licenciadas (até 3 salários mínimos) ; Habitações  de Interesse  Social (HIS)  Licenciadas (entre 3 a 6 salários mínimos) ; Ocorrências de trânsito ; Mortes no trânsito  ; Tempo médio de  deslocamento por transporte público ; Velocidade média ônibus (km/h) ; Acesso a transporte de massa ; Acesso a infraestrutura cicloviária ; Acesso internet - Mapeamento das antenas (População distrito) ; Acesso internet - Mapeamento das antenas (área/km²) ; Oferta de emprego formal ; Remuneração média mensal do emprego formal ; Micro Empreendedores Individuais  (MEIs) ; Desigualdade salarial  (emprego  formal) ; Gravidez na adolescência ; Idade média ao morrer  ; Mortalidade materna ; Mortalidade infantil ; Tempo médio para consultas na Atenção Básica ; Mortalidade por Covid-19 ; Tempo de atendimento para vaga em creche  ; Matrículas no Ensino Básico em escolas públicas ; Distorção Idade-Série no Ensino Fundamental da rede municipal ; Abandono escolar no Ensino Fundamental da rede municipal ; Ideb  (Escolas  públicas -  anos iniciais) ; Ideb  (Escolas  públicas -  anos finais) ; Adequação  da formação docente ; Esforço  docente ; Centros culturais, casas e espaços de cultura  ; Equipamentos públicos de cultura ; Cinemas ; Espaços culturais independentes ; Equipamentos públicos de esporte ; Quadras esportivas nas escolas públicas ; Violência racial ; Violência contra a mulher ; Violência LGBTQIAP+ ; Deslocamentos médio para  denúncias de  violência  contra mulher ; Feminicídio ; Mortes por intervenção policial ; Homicídios ; Homicídios de jovens ; Agressões por intervenção policial ; Emissão de poluentes  atmosféricos por área  (kg/km²/dia) 
 315.00 ; Jaçanã ; 96.18 ; 35.80 ; 52.60 ; 8.50 ; 40.50 ; 236.00 ; 8.20 ; 1,302.00 ; 1,051.00 ; -   ; 81.70 ; 12.90 ; 22.90 ; 47.00 ; 13.90 ; -   ; 34.70 ; 2.50 ; 2.90 ; 2.50 ; 2,413.00 ; 0.91 ; 1.02 ; 11.00 ; 68.70 ; 166.40 ; 12.30 ; 21.00 ; 25.00 ; 3.00 ; 93.40 ; 6,40 ; 0,03 ; 6.10 ; 5.50 ; 6,8 ; 5,6 ; -   ; 3.10 ; -   ; -   ; 0.20 ; 58,8 ; 1.46 ; 249.60 ; 6.20 ; 4.20 ; 1.70 ; 4.90 ; 9.40 ; 13.70 ; 0.70 ; 0.21 
 205.00 ; Guaianases ; 110.36 ; 51.50 ; 51.60 ; 10.80 ; 46.60 ; 199.00 ; 2.90 ; 4,201.00 ; 2,798.00 ; 30.90 ; 43.20 ; 7.40 ; 7.30 ; 60.00 ; 14.60 ; 6.90 ; -   ; 1.90 ; 2.40 ; 0.90 ; 2,975.90 ; 0.89 ; 0.71 ; 11.00 ; 61.20 ; 82.90 ; 14.00 ; 17.00 ; 24.50 ; 10.00 ; 97.00 ; 6,88 ; 0,03 ; 5.80 ; 5.10 ; 7,0 ; 3,1 ; 0.09 ; 1.80 ; -   ; -   ; 0.10 ; 52,9 ; 1.36 ; 276.40 ; 1.80 ; 7.90 ; 0.30 ; 5.80 ; 11.80 ; 21.50 ; 1.20 ; 0.35 
 297.00 ; Tatuapé ; 96.15 ; 11.10 ; 53.80 ; 6.70 ; 31.00 ; 339.00 ; 1.00 ; 1,970.00 ; -   ; 24.70 ; 73.30 ; 13.10 ; 8.30 ; 32.00 ; 15.30 ; 24.20 ; 28.60 ; 7.50 ; 8.50 ; 8.60 ; 2,272.30 ; 0.88 ; 0.82 ; 2.20 ; 75.20 ; -   ; 4.10 ; 17.00 ; 25.60 ; 17.00 ; 69.10 ; 8,88 ; 0,00 ; 5.70 ; 5.60 ; 8,0 ; 7,9 ; 0.10 ; 5.20 ; -   ; 3.10 ; 0.10 ; 58,3 ; 3.33 ; 279.60 ; 4.20 ; 3.70 ; 0.70 ; 3.80 ; 2.10 ; -   ; -   ; 0.51 
 300.00 ; Brás ; 33.29 ; 33.50 ; 50.30 ; 11.20 ; 39.80 ; 1,206.00 ; 0.20 ; 4,075.00 ; 2,472.00 ; 20.60 ; 39.20 ; 23.00 ; 6.10 ; 29.00 ; 15.50 ; 71.40 ; 73.10 ; 14.10 ; 13.00 ; 17.00 ; 2,467.00 ; 0.86 ; 0.84 ; 8.00 ; 61.70 ; 304.20 ; 26.70 ; 18.00 ; 19.90 ; 24.00 ; 6.10 ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; 5,5 ; 0,0 ; -   ; -   ; -   ; -   ; -   ; 25,0 ; 9.31 ; 571.00 ; 27.00 ; 1.80 ; 2.10 ; 8.10 ; 3.00 ; -   ; 3.00 ; 0.58 
 248.00 ; Limão ; 79.67 ; 32.80 ; 53.20 ; 9.60 ; 39.10 ; 137.00 ; 8.30 ; 2,277.00 ; 984.00 ; 2.20 ; 97.80 ; 11.40 ; 7.50 ; 37.00 ; 15.10 ; -   ; 43.90 ; 3.80 ; 4.70 ; 3.20 ; 2,705.60 ; 0.85 ; 0.79 ; 6.30 ; 70.40 ; 143.20 ; 9.10 ; 20.00 ; 26.60 ; 18.00 ; 94.80 ; 10,86 ; 0,00 ; 5.90 ; 4.30 ; 6,6 ; 4,6 ; -   ; 1.30 ; -   ; -   ; 0.30 ; 44,4 ; 2.26 ; 268.00 ; 11.30 ; 2.40 ; 0.40 ; 1.70 ; 3.80 ; 6.10 ; -   ; 0.30 
 266.00 ; Perdizes ; 114.75 ; 9.40 ; 54.10 ; 6.10 ; 27.00 ; 27.00 ; -   ; 304.00 ; -   ; -   ; 100.00 ; 4.10 ; 1.70 ; 32.00 ; 16.10 ; 13.40 ; 53.40 ; 10.10 ; 18.30 ; 4.00 ; 3,406.10 ; 0.83 ; 0.91 ; 0.80 ; 77.90 ; -   ; 5.40 ; 10.00 ; 16.90 ; 4.00 ; 24.00 ; 14,71 ; 0,00 ; não aplicável ; não aplicável ; 2,8 ; 2,8 ; -   ; -   ; -   ; 10.50 ; 0.10 ; 100,0 ; 0.87 ; 134.40 ; 2.60 ; 3.30 ; -   ; 0.60 ; 2.60 ; -   ; 1.20 ; 0.24 
 302.00 ; Água Rasa ; 82.26 ; 13.80 ; 53.60 ; 7.50 ; 32.40 ; 379.00 ; 0.10 ; 912.00 ; -   ; 4.60 ; 93.40 ; 11.90 ; 8.50 ; 35.00 ; 15.30 ; 6.70 ; 36.40 ; 5.60 ; 6.40 ; 4.80 ; 2,622.70 ; 0.83 ; 1.09 ; 3.80 ; 73.40 ; 51.90 ; 5.10 ; 31.00 ; 24.20 ; 13.00 ; 65.30 ; 8,28 ; 0,05 ; 6.00 ; 5.20 ; 4,5 ; 3,4 ; 0.24 ; 1.20 ; -   ; -   ; 0.20 ; 89,9 ; 0.85 ; 225.00 ; 6.10 ; 6.60 ; 0.80 ; 0.80 ; 2.40 ; -   ; 0.40 ; 0.24 
 249.00 ; Casa Verde ; 85.96 ; 29.10 ; 53.40 ; 8.70 ; 36.60 ; 276.00 ; 0.10 ; 1,284.00 ; 280.00 ; 0.60 ; 93.00 ; 12.10 ; 7.00 ; 36.00 ; 16.30 ; -   ; 48.90 ; 5.90 ; 7.10 ; 4.90 ; 3,578.20 ; 0.82 ; 0.95 ; 6.90 ; 71.30 ; 55.40 ; 6.20 ; 23.00 ; 27.60 ; 16.00 ; 90.70 ; 8,17 ; 0,00 ; 6.40 ; 5.50 ; 8,4 ; 6,2 ; -   ; 1.20 ; -   ; 3.50 ; 0.10 ; 60,0 ; 2.79 ; 260.80 ; 5.80 ; 3.10 ; -   ; 1.60 ; 7.00 ; 12.00 ; -   ; 0.30 
 194.00 ; Aricanduva ; 85.75 ; 27.50 ; 52.60 ; 8.00 ; 37.00 ; 293.00 ; 1.10 ; 1,323.00 ; 618.00 ; 42.60 ; 31.50 ; 9.80 ; 8.20 ; 44.00 ; 15.70 ; -   ; 53.30 ; 3.30 ; 4.00 ; 3.00 ; 2,399.30 ; 0.81 ; 0.83 ; 7.70 ; 69.30 ; 45.70 ; 11.30 ; 27.00 ; 27.80 ; 18.00 ; 91.60 ; 7,77 ; 0,04 ; 6.00 ; não aplicável ; 3,1 ; 4,7 ; -   ; -   ; -   ; -   ; 0.50 ; 83,3 ; 2.57 ; 261.50 ; 2.30 ; 3.20 ; -   ; 1.90 ; 8.20 ; 16.80 ; 0.40 ; 0.35 
 193.00 ; Carrão ; 84.90 ; 17.30 ; 53.20 ; 7.00 ; 33.00 ; 75.00 ; 2.50 ; 1,339.00 ; -   ; -   ; 92.80 ; 12.00 ; 7.10 ; 39.00 ; 17.00 ; -   ; 53.00 ; 4.10 ; 4.40 ; 4.00 ; 1,915.70 ; 0.80 ; 0.74 ; 5.00 ; 73.40 ; 193.50 ; 5.60 ; 30.00 ; 23.50 ; 11.00 ; 83.50 ; 6,55 ; 0,36 ; 6.40 ; 5.40 ; 4,6 ; 2,0 ; -   ; 1.20 ; -   ; -   ; 0.50 ; 71,4 ; 2.12 ; 205.50 ; 8.20 ; 6.10 ; 1.20 ; 3.10 ; 3.50 ; -   ; 0.40 ; 0.31 
 289.00 ; Santa Cecília ; 88.61 ; 19.70 ; 53.20 ; 7.40 ; 29.20 ; 5,006.00 ; -   ; 3,315.00 ; 26.00 ; 5.80 ; 45.00 ; 7.50 ; 4.50 ; 30.00 ; 14.20 ; 73.20 ; 95.70 ; 9.60 ; 22.60 ; 7.90 ; 3,532.00 ; 0.76 ; 0.95 ; 5.00 ; 72.70 ; -   ; 5.80 ; 29.00 ; 20.90 ; 12.00 ; 22.70 ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; -   ; -   ; -   ; 14.70 ; 0.20 ; 100,0 ; 5.42 ; 187.90 ; 12.40 ; 3.10 ; 0.40 ; 1.50 ; 4.50 ; 14.90 ; 17.30 ; 0.46 
 267.00 ; Lapa ; 67.08 ; 10.70 ; 53.70 ; 6.60 ; 29.20 ; 297.00 ; 0.50 ; 408.00 ; 260.00 ; -   ; 52.00 ; 14.60 ; 8.90 ; 31.00 ; 16.80 ; 30.70 ; 42.40 ; 12.50 ; 8.20 ; 17.30 ; 3,414.70 ; 0.75 ; 0.80 ; 0.90 ; 77.70 ; -   ; 2.90 ; 16.00 ; 20.60 ; 8.00 ; 58.50 ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; 0.15 ; 7.50 ; -   ; 22.40 ; 0.40 ; 57,1 ; 2.68 ; 252.50 ; 3.00 ; 4.90 ; 1.00 ; 3.50 ; 1.50 ; -   ; 1.00 ; 0.48 
 285.00 ; São Miguel ; 89.02 ; 44.10 ; 52.20 ; 10.90 ; 43.20 ; 332.00 ; 2.90 ; 1,868.00 ; 246.00 ; 37.10 ; 38.20 ; 11.00 ; 2.20 ; 50.00 ; 18.60 ; 9.20 ; 50.80 ; 1.90 ; 2.00 ; 1.60 ; 2,013.70 ; 0.74 ; 0.78 ; 8.30 ; 66.20 ; 168.40 ; 10.50 ; 22.00 ; 26.90 ; 16.00 ; 93.40 ; 5,85 ; 0,02 ; 5.80 ; 5.40 ; 5,2 ; 2,9 ; 0.34 ; 4.50 ; -   ; -   ; 0.30 ; 50,0 ; 2.13 ; 340.50 ; 10.10 ; 4.10 ; -   ; 3.40 ; 7.90 ; 24.60 ; 1.10 ; 0.39 
 207.00 ; São Domingos ; 86.50 ; 32.00 ; 52.40 ; 8.20 ; 38.10 ; 32.00 ; 12.10 ; 126.00 ; -   ; -   ; 93.70 ; 8.10 ; 11.60 ; 45.00 ; 19.10 ; -   ; 32.70 ; 4.30 ; 3.70 ; 11.00 ; 7,498.60 ; 0.73 ; 0.78 ; 7.00 ; 69.30 ; 99.50 ; 7.70 ; 16.00 ; 25.10 ; 8.00 ; 98.80 ; 8,97 ; 0,05 ; 5.50 ; 5.80 ; 5,5 ; 6,4 ; 0.12 ; 3.50 ; 0.12 ; -   ; 0.10 ; 76,9 ; 1.27 ; 231.60 ; 2.30 ; 1.80 ; 2.30 ; 3.10 ; 5.80 ; 16.50 ; 0.80 ; 0.16 
 223.00 ; Parque do Carmo ; 72.04 ; 40.70 ; 51.40 ; 9.60 ; 43.10 ; 79.00 ; 16.40 ; 4,188.00 ; 120.00 ; 49.50 ; 5.10 ; 13.00 ; 9.80 ; 49.00 ; 18.30 ; -   ; 29.20 ; 2.20 ; 1.00 ; 5.00 ; 3,386.90 ; 0.72 ; 0.95 ; 8.30 ; 63.80 ; 48.90 ; 11.10 ; 19.00 ; 28.90 ; 28.00 ; 98.10 ; 5,92 ; 0,24 ; não aplicável ; não aplicável ; 5,3 ; 3,1 ; 0.14 ; 1.40 ; -   ; -   ; 0.10 ; 50,0 ; 1.94 ; 269.60 ; 1.40 ; 3.20 ; 0.50 ; 2.30 ; 11.10 ; 17.80 ; 1.40 ; 0.16 
 261.00 ; Santo Amaro ; 74.41 ; 10.30 ; 53.30 ; 6.40 ; 30.20 ; 553.00 ; 0.20 ; 905.00 ; 160.00 ; 2.20 ; 96.20 ; 24.30 ; 17.50 ; 29.00 ; 13.70 ; 55.30 ; 56.80 ; 27.60 ; 12.80 ; 23.20 ; 4,841.40 ; 0.72 ; 0.74 ; 1.50 ; 78.20 ; -   ; 2.70 ; 26.00 ; 17.50 ; 12.00 ; 45.00 ; 11,32 ; 0,20 ; 5.20 ; 5.90 ; 6,2 ; 2,1 ; 0.54 ; 10.80 ; -   ; 5.40 ; 0.30 ; 100,0 ; 3.23 ; 329.40 ; 9.40 ; 1.50 ; 0.50 ; 1.80 ; 1.30 ; -   ; 0.40 ; 0.63 
 299.00 ; Moóca ; 80.48 ; 12.30 ; 52.90 ; 7.40 ; 31.90 ; 1,511.00 ; 0.20 ; 2,216.00 ; 621.00 ; -   ; 71.80 ; 15.60 ; 5.00 ; 32.00 ; 17.50 ; 18.10 ; 25.40 ; 7.30 ; 7.40 ; 7.00 ; 2,712.00 ; 0.71 ; 0.95 ; 4.50 ; 74.90 ; 62.70 ; 6.70 ; 9.00 ; 26.00 ; 12.00 ; 72.30 ; 14,39 ; 0,42 ; 6.10 ; 5.40 ; 6,9 ; 1,7 ; -   ; 2.50 ; -   ; -   ; 0.20 ; 100,0 ; 2.36 ; 232.10 ; 5.00 ; 7.20 ; 0.40 ; 1.20 ; 6.20 ; -   ; 1.20 ; 0.29 
 213.00 ; Itaim Bibi ; 97.25 ; 8.30 ; 54.00 ; 6.70 ; 26.50 ; 57.00 ; 0.80 ; 969.00 ; 320.00 ; -   ; 100.00 ; 13.60 ; 8.20 ; 29.00 ; 14.40 ; 23.00 ; 41.80 ; 50.90 ; 49.40 ; 37.40 ; 6,952.90 ; 0.70 ; 0.82 ; 0.60 ; 79.50 ; -   ; 1.70 ; 15.00 ; 18.60 ; 9.00 ; 44.50 ; 6,30 ; 0,00 ; 5.80 ; 5.40 ; 6,3 ; 2,2 ; 0.10 ; 3.10 ; -   ; 3.10 ; 0.40 ; 100,0 ; 4.11 ; 213.60 ; 3.10 ; 6.90 ; -   ; 0.30 ; 2.10 ; 16.50 ; -   ; 0.48 
 301.00 ; Belém ; 49.43 ; 24.70 ; 51.70 ; 10.90 ; 37.60 ; 758.00 ; 3.80 ; 1,584.00 ; 182.00 ; 47.30 ; 32.30 ; 17.30 ; 4.10 ; 28.00 ; 16.10 ; 34.70 ; 44.00 ; 6.50 ; 5.30 ; 12.40 ; 4,512.90 ; 0.70 ; 0.79 ; 6.60 ; 68.00 ; 166.50 ; 17.70 ; 18.00 ; 23.20 ; 13.00 ; 97.90 ; 9,02 ; 0,00 ; não aplicável ; não aplicável ; 7,7 ; 0,0 ; -   ; -   ; -   ; 6.10 ; 0.40 ; 25,0 ; -   ; 316.60 ; 4.00 ; 5.20 ; -   ; 1.40 ; 6.10 ; 24.20 ; 0.70 ; 0.52 
 295.00 ; Bela Vista ; 73.33 ; 21.60 ; 52.20 ; 7.50 ; 27.20 ; 476.00 ; -   ; 849.00 ; -   ; 20.50 ; 50.90 ; 7.80 ; 1.40 ; 30.00 ; 19.60 ; 54.70 ; 54.00 ; 16.50 ; 44.50 ; 21.90 ; 4,403.30 ; 0.63 ; 0.90 ; 5.80 ; 73.90 ; -   ; 8.30 ; 29.00 ; 20.90 ; 7.00 ; 81.40 ; 6,73 ; 0,00 ; 5.60 ; 4.80 ; 3,6 ; 4,6 ; 0.14 ; 1.40 ; -   ; 19.10 ; -   ; 75,0 ; 3.41 ; 306.00 ; 27.30 ; 2.50 ; -   ; 0.50 ; 4.10 ; 10.20 ; 0.90 ; 0.70 
 291.00 ; Liberdade ; 72.92 ; 17.90 ; 53.50 ; 7.40 ; 29.80 ; 429.00 ; 0.30 ; 926.00 ; -   ; -   ; 100.00 ; 8.00 ; 5.50 ; 33.00 ; 16.30 ; 41.60 ; 50.50 ; 8.60 ; 17.30 ; 5.60 ; 4,168.50 ; 0.62 ; 0.80 ; 4.10 ; 73.60 ; -   ; 10.30 ; 35.00 ; 21.00 ; 18.00 ; 89.50 ; 13,01 ; 0,28 ; não aplicável ; não aplicável ; 1,5 ; 8,3 ; 0.14 ; 8.20 ; -   ; 2.70 ; 0.10 ; 66,7 ; 1.65 ; 206.40 ; 20.60 ; 1.80 ; 0.90 ; 0.90 ; 2.70 ; -   ; 1.80 ; 0.25 
 237.00 ; Butantã ; 53.70 ; 16.10 ; 52.80 ; 6.80 ; 29.10 ; 71.00 ; 1.30 ; 226.00 ; -   ; -   ; 100.00 ; 15.80 ; 7.40 ; 30.00 ; 18.20 ; 14.80 ; 58.70 ; 12.90 ; 5.30 ; 12.60 ; 4,201.50 ; 0.61 ; 0.96 ; 4.20 ; 76.80 ; 99.80 ; 6.20 ; 22.00 ; 20.10 ; 7.00 ; 84.00 ; 4,64 ; 0,00 ; 6.40 ; 6.10 ; 9,1 ; 1,3 ; 0.56 ; 11.20 ; 0.19 ; 1.90 ; 0.40 ; 55,6 ; 4.47 ; 266.90 ; 5.60 ; 3.90 ; -   ; 3.10 ; 1.90 ; 11.70 ; -   ; 0.27 
 245.00 ; Perus ; 90.11 ; 48.80 ; 51.10 ; 11.20 ; 47.10 ; 118.00 ; 10.50 ; 1,363.00 ; 600.00 ; 86.90 ; 9.40 ; 6.60 ; 9.00 ; 64.00 ; 18.40 ; 13.20 ; -   ; 2.60 ; 1.00 ; 0.80 ; 1,946.10 ; 0.61 ; 0.77 ; 9.30 ; 64.30 ; 196.00 ; 5.40 ; 17.00 ; 30.20 ; 36.00 ; 99.70 ; 6,27 ; 0,11 ; 5.60 ; 5.20 ; 6,9 ; 3,5 ; -   ; 5.50 ; 0.11 ; -   ; 0.20 ; 54,2 ; 2.11 ; 319.60 ; 4.40 ; 2.90 ; 1.80 ; 1.90 ; 7.80 ; 13.30 ; -   ; 0.05 
 202.00 ; Vila Guilherme ; 57.21 ; 22.00 ; 53.10 ; 8.90 ; 35.90 ; 760.00 ; 2.10 ; 410.00 ; -   ; -   ; 97.30 ; 15.10 ; 7.00 ; 34.00 ; 15.70 ; 0.50 ; 61.40 ; 10.30 ; 8.20 ; 10.50 ; 3,816.90 ; 0.60 ; 0.83 ; 6.00 ; 71.40 ; -   ; 6.00 ; 20.00 ; 26.20 ; 9.00 ; 97.20 ; 9,77 ; 0,06 ; 6.00 ; 5.70 ; 6,6 ; 3,2 ; 0.35 ; 3.50 ; -   ; -   ; 0.30 ; 85,7 ; 6.47 ; 290.30 ; 3.50 ; 5.70 ; 0.60 ; 2.30 ; 15.70 ; 48.20 ; 0.60 ; 0.24 
 292.00 ; Consolação ; 57.30 ; 10.60 ; 54.50 ; 5.70 ; 22.70 ; 286.00 ; -   ; 22.00 ; -   ; -   ; 100.00 ; 9.80 ; 10.50 ; 30.00 ; 15.60 ; 65.20 ; 88.90 ; 20.30 ; 30.40 ; 10.80 ; 4,455.20 ; 0.57 ; 0.88 ; 0.70 ; 78.10 ; 136.60 ; 13.60 ; não aplicável ; 18.60 ; 10.00 ; 40.20 ; não aplicável ; não aplicável ; 6.70 ; não aplicável ; 4,1 ; 3,7 ; -   ; 3.50 ; -   ; 7.00 ; 0.20 ; 75,0 ; 5.76 ; 190.10 ; 17.50 ; 3.90 ; 0.60 ; 1.70 ; 1.70 ; -   ; -   ; 0.36 
 212.00 ; Jardim Paulista ; 90.57 ; 8.50 ; 54.70 ; 6.20 ; 24.30 ; 212.00 ; -   ; -   ; -   ; -   ; -   ; 11.00 ; 2.20 ; 32.00 ; 18.00 ; 49.80 ; 60.10 ; 27.70 ; 40.60 ; 12.50 ; 4,607.50 ; 0.56 ; 0.89 ; 1.30 ; 80.00 ; -   ; 2.80 ; não aplicável ; 19.00 ; 26.00 ; 14.80 ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; -   ; -   ; -   ; 4.40 ; -   ; não se aplica ; 4.75 ; 173.90 ; 9.90 ; 5.40 ; -   ; 1.80 ; 3.30 ; 9.10 ; -   ; 0.48 
 211.00 ; Pinheiros ; 65.78 ; 11.10 ; 54.70 ; 6.10 ; 25.50 ; 273.00 ; 0.10 ; 1,146.00 ; -   ; -   ; 100.00 ; 14.70 ; 4.60 ; 25.00 ; 16.00 ; 57.70 ; 76.10 ; 30.40 ; 24.00 ; 20.30 ; 5,280.80 ; 0.53 ; 0.89 ; 0.60 ; 78.80 ; -   ; 1.90 ; 14.00 ; 18.00 ; 8.00 ; 51.10 ; 10,68 ; 0,48 ; não aplicável ; não aplicável ; 11,8 ; 0,0 ; -   ; 1.50 ; -   ; 15.20 ; -   ; 20,0 ; 8.51 ; 210.90 ; 15.20 ; 5.20 ; 0.50 ; 1.50 ; 1.50 ; -   ; -   ; 0.50 
 263.00 ; Campo Belo ; 63.46 ; 12.20 ; 53.90 ; 7.00 ; 29.90 ; 303.00 ; 9.10 ; 242.00 ; 140.00 ; 100.00 ; -   ; 16.00 ; 14.10 ; 29.00 ; 18.40 ; 19.10 ; 2.10 ; 19.70 ; 14.30 ; 8.30 ; 3,164.10 ; 0.49 ; 0.83 ; 3.80 ; 77.90 ; -   ; -   ; 24.00 ; 20.70 ; 24.00 ; 73.00 ; 9,12 ; 0,00 ; 5.40 ; não aplicável ; 5,9 ; 1,7 ; -   ; -   ; -   ; -   ; 0.50 ; 80,0 ; 3.47 ; 233.20 ; 7.90 ; 3.20 ; 0.50 ; 1.00 ; 1.60 ; 10.30 ; -   ; 0.38 
 288.00 ; Sé ; 26.88 ; 38.30 ; 50.80 ; 11.30 ; 39.20 ; 2,149.00 ; -   ; 789.00 ; 338.00 ; -   ; 100.00 ; 38.20 ; 22.50 ; 27.00 ; 14.40 ; 86.40 ; 55.50 ; 36.10 ; 44.20 ; 43.70 ; 4,197.00 ; 0.49 ; 0.72 ; 6.20 ; 61.80 ; 143.50 ; 11.00 ; 23.00 ; 23.60 ; 15.00 ; 81.00 ; 14,25 ; 0,14 ; 5.10 ; não aplicável ; 9,0 ; 4,5 ; -   ; 11.20 ; -   ; 11.20 ; -   ; 50,0 ; 6.33 ; 613.50 ; 33.50 ; 8.90 ; 4.80 ; 7.50 ; 11.20 ; -   ; 18.80 ; 1.51 
 246.00 ; Anhanguera ; 86.02 ; 50.30 ; 50.80 ; 9.70 ; 46.50 ; não aplicável ; 3.80 ; 889.00 ; -   ; 90.90 ; 9.10 ; 5.90 ; 11.80 ; 58.00 ; 19.40 ; -   ; -   ; 1.30 ; 0.30 ; 0.40 ; 2,453.50 ; 0.47 ; 0.70 ; 8.40 ; 61.50 ; 49.20 ; 6.40 ; 14.00 ; 28.60 ; 9.00 ; 100.00 ; 5,92 ; 0,00 ; 5.90 ; 5.10 ; 7,3 ; 5,2 ; -   ; 5.80 ; -   ; -   ; 0.30 ; 53,8 ; 0.70 ; 159.30 ; 4.70 ; 4.00 ; 1.40 ; 1.60 ; 7.00 ; 13.30 ; -   ; 0.05 
 298.00 ; Pari ; 19.20 ; 34.70 ; 52.30 ; 10.80 ; 40.70 ; 1,618.00 ; 2.00 ; 294.00 ; 282.00 ; -   ; 100.00 ; 28.80 ; 26.20 ; 27.00 ; 16.70 ; 2.40 ; 100.00 ; 18.20 ; 12.80 ; 10.90 ; 2,043.30 ; 0.47 ; 0.95 ; 11.90 ; 67.10 ; -   ; 13.90 ; 14.00 ; 21.20 ; 8.00 ; 53.40 ; 8,67 ; 0,19 ; não aplicável ; não aplicável ; 7,6 ; 11,2 ; -   ; 5.20 ; -   ; -   ; 1.60 ; 100,0 ; 5.73 ; 507.60 ; 15.60 ; 1.20 ; -   ; 7.00 ; 10.40 ; 26.20 ; 3.50 ; 0.18 
 293.00 ; Cambuci ; 40.84 ; 21.00 ; 53.40 ; 8.30 ; 35.10 ; 598.00 ; -   ; 1,273.00 ; 15.00 ; -   ; 67.50 ; 13.50 ; 2.50 ; 33.00 ; 19.00 ; 5.50 ; 80.60 ; 6.90 ; 7.10 ; 11.40 ; 3,674.10 ; 0.46 ; 0.86 ; 5.40 ; 72.80 ; -   ; 8.10 ; não aplicável ; 18.70 ; 8.00 ; 77.90 ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; -   ; -   ; -   ; -   ; 0.50 ; 60,0 ; 4.41 ; 318.90 ; 7.30 ; 1.70 ; 1.60 ; 3.30 ; 4.90 ; 27.70 ; 2.50 ; 0.27 
 268.00 ; Jaguaré ; 55.56 ; 34.40 ; 52.00 ; 8.70 ; 39.20 ; 81.00 ; 8.20 ; 1,731.00 ; 1,722.00 ; -   ; 100.00 ; 10.10 ; 3.60 ; 42.00 ; 16.30 ; 20.00 ; 75.20 ; 5.80 ; 4.90 ; 16.70 ; 3,963.30 ; 0.43 ; 0.97 ; 10.40 ; 70.60 ; 63.90 ; 10.10 ; 19.00 ; 19.00 ; 7.00 ; 98.00 ; 10,87 ; 0,00 ; 5.00 ; não aplicável ; 8,3 ; 3,9 ; -   ; 1.80 ; -   ; -   ; 0.70 ; 40,0 ; 2.52 ; 222.80 ; 5.40 ; 1.50 ; -   ; 4.80 ; 1.80 ; 8.60 ; -   ; 0.12 
 282.00 ; Moema ; 89.52 ; 5.80 ; 54.20 ; 5.90 ; 26.40 ; 357.00 ; -   ; -   ; -   ; -   ; -   ; 9.10 ; 3.40 ; 31.00 ; 18.00 ; 40.30 ; 87.20 ; 21.20 ; 20.90 ; 8.80 ; 3,643.80 ; 0.43 ; 0.91 ; 0.40 ; 79.80 ; 63.90 ; 1.40 ; 23.00 ; 16.90 ; 12.00 ; 57.70 ; 7,14 ; 0,00 ; 6.10 ; 5.40 ; 7,1 ; 0,0 ; 0.11 ; 4.50 ; -   ; -   ; 0.30 ; 66,7 ; 3.02 ; 187.00 ; 7.80 ; 5.10 ; -   ; 1.50 ; 2.20 ; 16.40 ; -   ; 0.45 
 294.00 ; Bom Retiro ; 39.20 ; 31.40 ; 51.40 ; 10.20 ; 39.60 ; 1,251.00 ; 2.90 ; 1,823.00 ; 645.00 ; 22.80 ; 2.20 ; 24.20 ; 10.30 ; 27.00 ; 13.40 ; 58.70 ; 86.40 ; 13.30 ; 12.40 ; 19.10 ; 2,693.30 ; 0.40 ; 0.82 ; 8.40 ; 67.40 ; -   ; 6.30 ; 28.00 ; 24.50 ; 6.00 ; 95.60 ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; não aplicável ; 0.26 ; 5.10 ; -   ; 15.30 ; 0.80 ; 50,0 ; 7.40 ; 358.40 ; 28.10 ; 3.80 ; -   ; -   ; 7.70 ; 13.10 ; 15.40 ; 0.23 
